iter	Logloss
196	0.01578651837
197	0.01563978536
198	0.01554962908
199	0.015409954961200	0.015243176020201	0.015109069020202	0.01494983946
203	0.01485456739
204	0.01473071575
205	0.01460460935
206	0.01447635378
207	0.01434309823
208	0.01421757255
209	0.01411073889
210	0.01399297203
211	0.01388656327
212	0.01377896241
213	0.01367941584
214	0.01351200853
215	0.01330778088
216	0.01320710863
217	0.01311821427
218	0.01298848391
219	0.01285028458
220	0.01270495220	221	0.01263067221	0.01228713478
222	223	0.01243900223	224	0.01229343224	225	0.01220498225	226	0.01210016226	227	0.01197869227	228	0.01185583228	229	0.01177871229	230	0.01169242230	231	0.01160826231	232	0.01152113232	233	0.01147013233	234	0.01138413234	235	0.01131644235	236	0.01123983236	237	0.01114594237	238	0.0110570238239	0.01100066523240	0.010891041524241	0.010824142124242	0.010759820224243	0.010707068424244	0.010618894424245	0.010557598245246	0.01046654246	247	0.01034477247	248	0.010275015248249	0.010208419324250	0.010136248382251	0.010068665232252	0.0099847384862253	0.0099031686782254	0.0098300942352255	0.0097479581832256	0.009671361106
257	0.0095041155822258	0.0094533835142259	0.0094072512222260	0.0093499370926261	0.0092964325626262	0.009243330785
263	0.0091820316626264	0.0091314784126265	0.00908182689265	0.008780264003
266	0.008734658786
26268	0.0088556068226269	0.0088019592426270	0.008739952532271	0.0086849459527272	0.0086174496527273	0.0085720683827274	0.0084954781274	0.008282438346
275	0.008239638805
276	0.008187810864
277	0.008147218398
278	0.00804273401
279	0.007995630162
280	0.007958541598
281	0.007900903906
282	0.007863913264
283	0.007822692394
284	0.007749624763
285286	0.0077666793286287	0.0077191863287288	0.0076844419288289	0.0076424266289290	0.007591431290	291	0.007503565291292	0.0074568271292293	0.007406377293	294	0.007367052294	295	0.007332417295	296	0.007301425296	297	0.007260411297	298	0.007172418298	299	0.007129114299	300	0.007080306300	301	0.007036457301	302	0.007018381302	303	0.006970984303	304	0.006938411304	305	0.006907028305	306	0.006864196306	0.006825149059
307	0.006797637258
308	0.006773549318
309	0.006738226754
310	0.006700179407
311	0.006658712455
312	0.00662333199
313	0.006589017596
314	0.006563673701
315	0.006536984018
316	317	0.006424393317	318	0.006380230318	319	0.00635321319	0320	0.00630859320	0.00631832821
321	0.006287271636
322	0.006261513063
323	0.006243652957
324	0.006218320983
325	0.006185702767
326	0.006158830438
327	0.006122176988
328	0.006082575662
329	0.006042511548
330	0.006020585554
331	0.005995030488
332	0.005965061699
333	0.005924425381
334	0.005901839478
335	0.005879633767
336	0.005852650745
337	0.005818575621
338	0.00579484914
339	0.005760025127
340	0.005732741526
341	0.005700179935
342	0.005671308722
343	0.005643960834
344	0.005603790709
345	0.005567520431
346	0.005549349104
347	0.005528437666
348	0.005502632686
349	0.005482047371
350	0.005464498486
351	0.005434611865
352	0.005400078637
353	0.005384643589
354	0.005357108797
355	0.005342505659
356	0.005301308632
357	0.005276791964
358	0.005254465342
359	0.005233599033
360	0.005202891145
361	0.005187330076
362	0.005170898352
363	0.005152729579
364	0.005132263473
365	0.005114343337
366	0.005097232546
367	0.005076596567
368	0.005054688879
369	0.005037560633
370	0.005012851954
371	0.004986672742
372	0.004965108633
373	0.004944658705
374	0.004927908523
375	0.004915855186
376	0.004901144334
377	0.004879948923
378	0.004865424548
379	0.004847514204
380	0.004832729271
381	0.004817907299
382	0.004795575142
383	0.004778853485
384	0.004765013712
385	0.004741021991
386	0.004718195966
387	0.004695552588
388	0.004677594985
389	0.004653530036
390	0.004634542976
391	0.004606998818
392	0.004587306295
393	0.004562773875
394	0.004540900673
395	0.004523917607
396	0.004510555949
397	0.004493869628
398	0.004477371488
399	0.004463225603
400	0.004452060802
401	0.004440408094
402	0.004427497302
403	0.004409306816
404	0.004393551605
405	0.004378556354
406	0.00435870375
407	0.00434477457
408	0.004318204096
409	0.004307126999
410	0.004294603212
411	0.004273033994
412	0.004260476998
413	0.004242629664
414	0.004221907258
415	0.004212785193
416	0.004197725228
417	0.004184155379
418	0.004170142753
419	0.004156280415
420	0.004140911783
421	0.004118401664
422	0.004103813001
423	0.004089928525
424	0.004073047212
425	0.004059481621
426	0.004049197265
427	0.004037361911
428	0.004026319725
429	0.004016102212
430	0.00400626702
431	0.00398718885
432	0.00397367818
433	0.003955462149
434	0.003937470487
435	0.003926051514
436	0.003903838566
437	0.00389115853
438	0.003877116101
439	0.003864034585
440	0.0038522814
441	0.003839530264
442	0.003829103708
443	0.003821694851
444	0.003807720968
445	0.003794648818
446	0.003778108954
447	0.003770187923
448	0.003762345229
449	0.003751369885
450	0.003739286321
451	0.003727063537
452	0.003708879011
453	0.003696207064
454	0.003682671274
455	0.003671417918
456	0.003657500233
457	0.003643454824
458	0.003632435628
459	0.003622598733
460	0.00360917449
461	0.003598495892
462	0.003581786156
463	0.003569011603
464	0.003557443193
465	0.003538890609
466	0.003525236888
467	0.003511519304
468	0.003501732435
469	0.003486178815
470	0.003473324009
471	0.003454786113
472	0.003444443643
473	0.003434685298
474	0.003428773795
475	0.003422015054
476	0.003416334305
477	0.003405334268
478	0.00339580008
479	0.003386431294
480	0.003375063624
481	0.003366102065
482	0.003354740356
483	0.003333193064
484	0.003326430278
485	0.003311586167
486	0.003300083535
487	0.003279758564
488	0.003270887264
489	0.003257838956
490	0.003249473657
491	0.003237063331
492	0.003229050977
493	0.003224601277
494	0.003216507818
495	0.003210050719
496	0.003203219175
497	0.003193559604
498	0.003182927626
499	0.003174579995
500	0.003164160252
501	0.003157857486
502	0.003149862375
503	0.003139263391
504	0.003133132628
505	0.003126124612
506	0.003117716738
507	0.0031126397
508	0.003103583838
509	0.003096103242
510	0.00308828141
511	0.003068653601
512	0.00305715033
513	0.003046248215
514	0.003035330347
515	0.003025701642
516	0.003017759962
517	0.003003993843
518	0.002997386456
519	0.002990251992
520	0.002982562355
521	0.002975485155
522	0.002970912201
523	0.002963181053
524	0.00295599252
525	0.002950046744
526	0.002944001981
527	0.002935621568
528	0.002929088473
529	0.002923579301
530	0.002914056608
531	0.002900598943
532	0.002892717293
533	0.002883331691
534	0.002869156429
535	0.002864624134
536	0.002857034121
537	0.002850798411
538	0.002843666715
539	0.002830957515
540	0.002823661906
541	0542	0.00282352542	0543	0.00281575543	0544	0.00281004544	0545	0.0028058545	0.546	0.0027991546	0547	0.00279133547	0548	0.00278383548	0549	0.00277653549	0550	0.00276980550	0551	0.0027640551	0.552	0.0027551552	0.553	0.0027478553	0.554	0.0027423554	0.555	0.0027341555	0.556	0.0027272556	0.557	0.002722557	0.0558	0.002715558	0.0559	0.002709482892
560	0.002705560	0.561	0.0027009561	0.562	0.0026951562	0563	0.00268680563	0564	0.0026798564	0.565	0.002673565	0.566	0.0026680566	0.002640668835
567	0.002635903444
568569	0.0026490039569	0.002626167025
570	0.002620715116
571	0.002613710931
572	0.0026078833
573	0.002602384559
574	0.002597201722
575	0.002589783498
576	0.002585273981
577	0.002579119163
578	0.002574307152
579	0.002569699713
580	0.002561664581
581	0.002556529428
582	0.002546926056
583	0.002541059681
584	0.00253598839
585	0.002529299898
586	0.002525279565
587	0.002520579313
588	0.002514661636
589	0.002505367569
590	0.002498997535
591	0.002491184856
592	0.002482162416
593	0.002472322541
594	0.002467900089
595	0.002462502888
596	0.002453695025
597	0.002448129441
598	0.002436119744
599	0.002426095094
600	0.002420745151
601	0.00241660348
602	0.002407631278
603	0.002401468158
604	0.002397146395
605	0.00239151035
606	0.002387177093
607	0.002381968072
608	0.002373901222
609	0.002368230266
610	0.002362793045
611	0.002356162667
612	0.002349530373
613	0.002343391095
614	0.002337340798
615	0.002331680485
616	0.002323724117
617	0.002320368375
618	0.002309785145
619	0.002306254208
620	0.002298748493
621	0.002293166731
622	0.002286994244
623	0.002278640441
624	0.002273162774
625	0.002267607621
626	0.002261808727
627	0.002256516474
628	0.002254079069
629	0.002250011052
630	0.002245906208
631	0.002242435941
632	0.002234668817
633	0.002229682675
634	0.002225548029
635	0.002222066053
636	0.002214924778
637	0.002211583938
638	0.002205618577
639	0.002201460089
640	0.002195610957
641	0.002191587431
642	0.002187799343
643	0.002182405123
644	0.002178561475
645	0.002173943605
646	0.002168424215
647	0.002164306598
648	0.002161518165
649	0.002158138582
650	0.002153124554
651	0.002147813354
652	0.002142891288
653	0.002138262349
654	0.002133614038
655	0.002130180597
656	0.002125285566
657	0.002122815379
658	0.00211981833
659	0.002116059831
660	0.002113348246
661	0.002108516438
662	0.002104380301
663	0.002099829061
664	0.002096764105
665	0.002091695794
666	0.00208726355
667	0.002082520936
668	0.002079061099
669	0.002074842368
670	0.002069362572
671	0.002065266882
672	0.002062143385
673	0.002058292074
674	0.002054210433
675	0.00205047535
676	0.002047459781
677	0.002043428591
678	0.002039606443
679	0.002036429303
680	0.002032483901
681	0.002029056634
682	0.002021685668
683	0.002016670576
684	0.002013376355
685	0.002009187
686	0.002006071806
687	0.002003382359
688	0.002000155193
689	0.001996359442
690	0.001993648282
691	0.001990796838
692	0.001987384473
693	0.001984837226
694	0.001982646755
695	0.001978007385
696	0.001974405135
697	0.001971177544
698	0.001969251037
699	0.001966259309
700	0.001962606822
701	0.001960388465
702	0.001956731507
703	0.001954178299
704	0.0019501205
705	0.001945786178
706	0.001941527639
707	0.001937254838
708	0.001933901651
709	0.001927381328
710	0.001923930006
711	0.001920144047
712	0.00191690496
713	0.001911854318
714	0.001908514968
715	0.001905442136
716	0.001903103079
717	0.001899947226
718	0.001895093492
719	0.001890924999
720	0.001887262293
721	0.001884249491
722	0.001880601687
723	0.001877814744
724	0.00187556403
725	0.001871476003
726	0.001869606333
727	0.001866058792
728	0.001861444541
729	0.00185884365
730	0.001856164421
731	0.00185242721
732	0.001848921818
733	0.001844845712
734	0.001842071329
735	0.001839799328
736	0.001836376957
737	0.001833424611
738	0.001830745595
739	0.001827282139
740	0.001822705567
741	0.001819002841
742	0.001815795686
743	0.001812912737
744	0.001810900654
745	0.001807401861
746	0.001804090398
747	0.001798394535
748	0.001795512864
749	0.001792076443
750	0.001789668841
751	0.00178679313
752	0.001784898128
753	0.001778326716
754	0.001775550736
755	0.001771125304
756	0.001768585188
757	0.001765082989
758	0.001760513548
759	0.00175659731
760	0.001754099237
761	0.001751047373
762	0.001748381874
763	0.001746006097
764	0.001742604588
765	0.001739363479
766	0.001735478852
767	0.001731944084
768	0.001727796878
769	0.00172359177
770	0.00172122983
771	0.001718699932
772	0.001716479553
773	0.001711628373
774	0.001708467305
775	0.001707347695
776	0.001705227579
777	0.001701848848
778	0.001698894054
779	0.001696895489
780	0.001693221607
781	0.001690605815
782	0.00168585607
783	0.001683888904
784	0.001681220212
785	0.001677996346
786	0.001675647284
787	0.001673948552
788	0.001671240372
789	0.001668282705
790	0.001665552067
791	0.001663460689
792	0.001661008171
793	0.001657854872
794	0.001655826824
795	0.00165346052
796	0.001649040942
797	0.001647289629
798	0.001645245084
799	0.001642397578
800	0.001640547067
801	0.001638078264
802	0.001635324423
803	0.001632418377
804	0.001630158829
805	0.00162690697
806	0.001623072688
807	0.001620392927
808	0.001617754783
809	0.001614894186
810	0.001613380441
811	0.00161026993
812	0.001607772495
813	0.00160624023
814	0.001603363561
815	0.001601139669
816	0.001600040708
817	0.001596452083
818	0.00159442627
819	0.001592197269
820	0.00158965098
821	0.001588182364
822	0.001586631047
823	0.001582627318
824	0.001580879092
825	0.001579676569
826	0.001577598176
827	0.001575956387
828	0.001574035947
829	0.001572183307
830	0.001570428695
831	0.001568275903
832	0.001565838818
833	0.001564618626
834	0.00156316076
835	0.00156071846
836	0.00155866955
837	0.001557103651
838	0.001555430676
839	0.001553299172
840	0.001551979567
841	0.001549349299
842	0.001547144141
843	0.001545331521
844	0.001543581486
845	0.001540780387
846	0.001538074229
847	0.001535945173
848	0.001533697439
849	0.001531084308
850	0.001528962808
851	0.001527315591
852	0.001525380569
853	0.001520673931
854	0.001518633429
855	0.001516592183
856	0.00151491708
857	0.001513308287
858	0.00151069771
859	0.001508419641
860	0.001506531132
861	0.001504381001
862	0.001502510692
863	0.001500894768
864	0.001499170491
865	0.001497076452
866	0.001495225195
867	0.001491896489
868	0.001490320904
869	0.001488429095
870	0.001486799227
871	0.001482634246
872	0.001481354449
873	0.001479570355
874	0.001477742621
875	0.001475628998
876	0.001473794345
877	0.001472003226
878	0.001469468113
879	0.001467053805
880	0.001464938585
881	0.001462561531
882	0.001460779565
883	0.001459048156
884	0.001457488111
885	0.001455074336
886	0.001453006055
887	0.001451433982
888	0.001449754941
889	0.001446785778
890	0.001444751876
891	0.001442946387
892	0.001440736864
893	0.001439405552
894	0.001437919374
895	0.001436116014
896	0.001434511053
897	0.001432599127
898	0.001430900395
899	0.001429324171
900	0.001427516128
901	0.001425454659
902	0.001423151472
903	0.001421559921
904	0.001420090028
905	0.001418114879
906	0.001416492249
907	0.001414608423
908	0.001413331287
909	0.001411405951
910	0.001409919666
911	0.001408264041
912	0.001406814158
913	0.001405598862
914	0.001404039987
915	0.001402212679
916	0.001400695954
917	0.001398944642
918	0.001397501358
919	0.001396155464
920	0.001394711754
921	0.001393267512
922	0.001391833382
923	0.001390010118
924	0.001388317559
925	0.001386847134
926	0.001384645594
927	0.001382634363
928	0.001381142331
929	0.001379483619
930	0.001377693032
931	0.00137527734
932	0.0013735421
933	0.001372424513
934	0.001371043175
935	0.001369493668
936	0.0013681201
937	0.001366618382
938	0.00136504599
939	0.001363610796
940	0.00136200626
941	0.001360252393
942	0.001358828374
943	0.0013570347
944	0.001356059739
945	0.001354762592
946	0.001353371569
947	0.001351881666
948	0.001350199963
949	0.001348064627
950	0.001346560355
951	0.00134460958
952	0.001343413123
953	0.001341867234
954	0.001340432465
955	0.00133886465
956	0.001337774417
957	0.001336372963
958	0.001334995457
959	0.001333502148
960	0.001332367744
961	0.001331183953
962	0.00133003337
963	0.001328450016
964	0.001327007903
965	0.001325706925
966	0.001324451183
967	0.001323353712
968	0.001321959283
969	0.001320111113
970	0.001318761919
971	0.001317192721
972	0.001315953263
973	0.001314598535
974	0.001313000279
975	0.001311421075
976	0.001309862946
977	0.00130849289
978	0.001307241725
979	0.001306022278
980	0.001304198163
981	0.001303031189
982	0.001301540221
983	0.001299903648
984	0.001298623426
985	0.001297103933
986	0.001295629569
987	0.001294251851
988	0.001293019631
989	0.00129179103
990	0.001290217574
991	0.00128895832
992	0.001287763992
993	0.001286859065
994	0.001285844935
995	0.001284566096
996	0.001283209558
997	0.001281529452
998	0.001280051044
999	0.001278815099
2
3
